data_year,period,report_id,report_year,metric,dim_type,dim_value_raw,dim_value_canon,scope,unit,value,source_file,page,confidence,is_provisional
2022,FY,2026q2,2026,funding_by_vertical_size,vertical,Biotech,biotech,all,usd,4800000.0,2026q2.pdf,6,high,FALSE
2022,FY,2026q2,2026,funding_by_vertical_size,vertical,Deeptech,deeptech,all,usd,31000000.0,2026q2.pdf,6,high,FALSE
2022,FY,2026q2,2026,funding_by_vertical_size,vertical,Fintech,fintech,all,usd,91800000.0,2026q2.pdf,6,high,FALSE
2022,FY,2026q2,2026,funding_by_vertical_size,vertical,Gaming,gaming,all,usd,116000000.0,2026q2.pdf,6,high,FALSE
2022,FY,2026q2,2026,funding_by_vertical_size,vertical,Internet of things,internet_of_things,all,usd,6700000.0,2026q2.pdf,6,high,FALSE
2022,FY,2026q2,2026,funding_by_vertical_size,vertical,Marketingtech,marketingtech,all,usd,125200000.0,2026q2.pdf,6,high,FALSE
2022,FY,2026q2,2026,funding_by_vertical_size,vertical,SaaS,saas,all,usd,145400000.0,2026q2.pdf,6,high,FALSE
2022,FY,2026q2,2026,funding_by_vertical_size,vertical,Telecom,telecom,all,usd,0.0,2026q2.pdf,6,high,FALSE
2022,FY,2026q2,2026,funding_by_vertical_size,vertical,Travel,travel,all,usd,4000000.0,2026q2.pdf,6,high,FALSE
2023,FY,2026q2,2026,funding_by_vertical_count,vertical,Artificial intelligence,artificial_intelligence,all,count,69.0,2026q2.pdf,7,high,FALSE
2023,FY,2026q2,2026,funding_by_vertical_count,vertical,Biotech,biotech,all,count,8.0,2026q2.pdf,7,high,FALSE
2023,FY,2026q2,2026,funding_by_vertical_count,vertical,Deeptech,deeptech,all,count,20.0,2026q2.pdf,7,high,FALSE
2023,FY,2026q2,2026,funding_by_vertical_count,vertical,Energy,energy,all,count,25.0,2026q2.pdf,7,high,FALSE
2023,FY,2026q2,2026,funding_by_vertical_count,vertical,Fintech,fintech,all,count,39.0,2026q2.pdf,7,high,FALSE
2023,FY,2026q2,2026,funding_by_vertical_count,vertical,Gaming,gaming,all,count,50.0,2026q2.pdf,7,high,FALSE
2023,FY,2026q2,2026,funding_by_vertical_count,vertical,Healthtech,healthtech,all,count,19.0,2026q2.pdf,7,high,FALSE
2023,FY,2026q2,2026,funding_by_vertical_count,vertical,Mobility,mobility,all,count,15.0,2026q2.pdf,7,high,FALSE
2023,FY,2026q2,2026,funding_by_vertical_count,vertical,SaaS,saas,all,count,38.0,2026q2.pdf,7,high,FALSE
2023,FY,2026q2,2026,funding_by_vertical_count,vertical,Sustainability,sustainability,all,count,16.0,2026q2.pdf,7,high,FALSE
2023,FY,2026q2,2026,funding_by_vertical_size,vertical,Artificial intelligence,artificial_intelligence,all,usd,50300000.0,2026q2.pdf,6,high,FALSE
2023,FY,2026q2,2026,funding_by_vertical_size,vertical,Biotech,biotech,all,usd,4000000.0,2026q2.pdf,6,high,FALSE
2023,FY,2026q2,2026,funding_by_vertical_size,vertical,Deeptech,deeptech,all,usd,7100000.0,2026q2.pdf,6,high,FALSE
2023,FY,2026q2,2026,funding_by_vertical_size,vertical,Fintech,fintech,all,usd,30200000.0,2026q2.pdf,6,high,FALSE
2023,FY,2026q2,2026,funding_by_vertical_size,vertical,Gaming,gaming,all,usd,35100000.0,2026q2.pdf,6,high,FALSE
2023,FY,2026q2,2026,funding_by_vertical_size,vertical,Internet of things,internet_of_things,all,usd,9600000.0,2026q2.pdf,6,high,FALSE
2023,FY,2026q2,2026,funding_by_vertical_size,vertical,Marketingtech,marketingtech,all,usd,5200000.0,2026q2.pdf,6,high,FALSE
2023,FY,2026q2,2026,funding_by_vertical_size,vertical,SaaS,saas,all,usd,44400000.0,2026q2.pdf,6,high,FALSE
2023,FY,2026q2,2026,funding_by_vertical_size,vertical,Telecom,telecom,all,usd,2900000.0,2026q2.pdf,6,high,FALSE
2023,FY,2026q2,2026,funding_by_vertical_size,vertical,Travel,travel,all,usd,1200000.0,2026q2.pdf,6,high,FALSE
2024,FY,2026q2,2026,funding_by_vertical_count,vertical,Artificial intelligence,artificial_intelligence,all,count,116.0,2026q2.pdf,7,high,FALSE
2024,FY,2026q2,2026,funding_by_vertical_count,vertical,Biotech,biotech,all,count,76.0,2026q2.pdf,7,high,FALSE
2024,FY,2026q2,2026,funding_by_vertical_count,vertical,Deeptech,deeptech,all,count,18.0,2026q2.pdf,7,high,FALSE
2024,FY,2026q2,2026,funding_by_vertical_count,vertical,Energy,energy,all,count,27.0,2026q2.pdf,7,high,FALSE
2024,FY,2026q2,2026,funding_by_vertical_count,vertical,Fintech,fintech,all,count,35.0,2026q2.pdf,7,high,FALSE
2024,FY,2026q2,2026,funding_by_vertical_count,vertical,Gaming,gaming,all,count,28.0,2026q2.pdf,7,high,FALSE
2024,FY,2026q2,2026,funding_by_vertical_count,vertical,Healthtech,healthtech,all,count,60.0,2026q2.pdf,7,high,FALSE
2024,FY,2026q2,2026,funding_by_vertical_count,vertical,Mobility,mobility,all,count,13.0,2026q2.pdf,7,high,FALSE
2024,FY,2026q2,2026,funding_by_vertical_count,vertical,SaaS,saas,all,count,40.0,2026q2.pdf,7,high,FALSE
2024,FY,2026q2,2026,funding_by_vertical_count,vertical,Sustainability,sustainability,all,count,42.0,2026q2.pdf,7,high,FALSE
2024,FY,2026q2,2026,funding_by_vertical_size,vertical,Artificial intelligence,artificial_intelligence,all,usd,285500000.0,2026q2.pdf,6,high,FALSE
2024,FY,2026q2,2026,funding_by_vertical_size,vertical,Biotech,biotech,all,usd,8400000.0,2026q2.pdf,6,high,FALSE
2024,FY,2026q2,2026,funding_by_vertical_size,vertical,Deeptech,deeptech,all,usd,7800000.0,2026q2.pdf,6,high,FALSE
2024,FY,2026q2,2026,funding_by_vertical_size,vertical,Fintech,fintech,all,usd,196900000.0,2026q2.pdf,6,high,FALSE
2024,FY,2026q2,2026,funding_by_vertical_size,vertical,Gaming,gaming,all,usd,128500000.0,2026q2.pdf,6,high,FALSE
2024,FY,2026q2,2026,funding_by_vertical_size,vertical,Internet of things,internet_of_things,all,usd,28500000.0,2026q2.pdf,6,high,FALSE
2024,FY,2026q2,2026,funding_by_vertical_size,vertical,Marketingtech,marketingtech,all,usd,252600000.0,2026q2.pdf,6,high,FALSE
2024,FY,2026q2,2026,funding_by_vertical_size,vertical,SaaS,saas,all,usd,288400000.0,2026q2.pdf,6,high,FALSE
2024,FY,2026q2,2026,funding_by_vertical_size,vertical,Telecom,telecom,all,usd,2500000.0,2026q2.pdf,6,high,FALSE
2024,FY,2026q2,2026,funding_by_vertical_size,vertical,Travel,travel,all,usd,1300000.0,2026q2.pdf,6,high,FALSE
2025,FY,2026q2,2026,funding_by_vertical_count,vertical,Artificial intelligence,artificial_intelligence,all,count,108.0,2026q2.pdf,7,high,FALSE
2025,FY,2026q2,2026,funding_by_vertical_count,vertical,Biotech,biotech,all,count,25.0,2026q2.pdf,7,high,FALSE
2025,FY,2026q2,2026,funding_by_vertical_count,vertical,Deeptech,deeptech,all,count,15.0,2026q2.pdf,7,high,FALSE
2025,FY,2026q2,2026,funding_by_vertical_count,vertical,Energy,energy,all,count,19.0,2026q2.pdf,7,high,FALSE
2025,FY,2026q2,2026,funding_by_vertical_count,vertical,Fintech,fintech,all,count,42.0,2026q2.pdf,7,high,FALSE
2025,FY,2026q2,2026,funding_by_vertical_count,vertical,Gaming,gaming,all,count,37.0,2026q2.pdf,7,high,FALSE
2025,FY,2026q2,2026,funding_by_vertical_count,vertical,Healthtech,healthtech,all,count,51.0,2026q2.pdf,7,high,FALSE
2025,FY,2026q2,2026,funding_by_vertical_count,vertical,Mobility,mobility,all,count,13.0,2026q2.pdf,7,high,FALSE
2025,FY,2026q2,2026,funding_by_vertical_count,vertical,SaaS,saas,all,count,28.0,2026q2.pdf,7,high,FALSE
2025,FY,2026q2,2026,funding_by_vertical_count,vertical,Sustainability,sustainability,all,count,15.0,2026q2.pdf,7,high,FALSE
2025,FY,2026q2,2026,funding_by_vertical_size,vertical,Artificial intelligence,artificial_intelligence,all,usd,40500000.0,2026q2.pdf,6,high,FALSE
2025,FY,2026q2,2026,funding_by_vertical_size,vertical,Biotech,biotech,all,usd,4400000.0,2026q2.pdf,6,high,FALSE
2025,FY,2026q2,2026,funding_by_vertical_size,vertical,Deeptech,deeptech,all,usd,15300000.0,2026q2.pdf,6,high,FALSE
2025,FY,2026q2,2026,funding_by_vertical_size,vertical,Fintech,fintech,all,usd,220400000.0,2026q2.pdf,6,high,FALSE
2025,FY,2026q2,2026,funding_by_vertical_size,vertical,Gaming,gaming,all,usd,191800000.0,2026q2.pdf,6,high,FALSE
2025,FY,2026q2,2026,funding_by_vertical_size,vertical,Internet of things,internet_of_things,all,usd,1200000.0,2026q2.pdf,6,high,FALSE
2025,FY,2026q2,2026,funding_by_vertical_size,vertical,Marketingtech,marketingtech,all,usd,16399999.999999998,2026q2.pdf,6,high,FALSE
2025,FY,2026q2,2026,funding_by_vertical_size,vertical,SaaS,saas,all,usd,17800000.0,2026q2.pdf,6,high,FALSE
2025,FY,2026q2,2026,funding_by_vertical_size,vertical,Telecom,telecom,all,usd,12000000.0,2026q2.pdf,6,high,FALSE
2025,FY,2026q2,2026,funding_by_vertical_size,vertical,Travel,travel,all,usd,2200000.0,2026q2.pdf,6,high,FALSE
2026,H1,2026q2,2026,funding_by_vertical_count,vertical,Artificial intelligence,artificial_intelligence,all,count,33.0,2026q2.pdf,7,high,TRUE
2026,H1,2026q2,2026,funding_by_vertical_count,vertical,Biotech,biotech,all,count,6.0,2026q2.pdf,7,high,TRUE
2026,H1,2026q2,2026,funding_by_vertical_count,vertical,Deeptech,deeptech,all,count,1.0,2026q2.pdf,7,high,TRUE
2026,H1,2026q2,2026,funding_by_vertical_count,vertical,Energy,energy,all,count,3.0,2026q2.pdf,7,high,TRUE
2026,H1,2026q2,2026,funding_by_vertical_count,vertical,Fintech,fintech,all,count,4.0,2026q2.pdf,7,high,TRUE
2026,H1,2026q2,2026,funding_by_vertical_count,vertical,Gaming,gaming,all,count,7.0,2026q2.pdf,7,high,TRUE
2026,H1,2026q2,2026,funding_by_vertical_count,vertical,Healthtech,healthtech,all,count,12.0,2026q2.pdf,7,high,TRUE
2026,H1,2026q2,2026,funding_by_vertical_count,vertical,Mobility,mobility,all,count,3.0,2026q2.pdf,7,high,TRUE
2026,H1,2026q2,2026,funding_by_vertical_count,vertical,SaaS,saas,all,count,7.0,2026q2.pdf,7,high,TRUE
2026,H1,2026q2,2026,funding_by_vertical_count,vertical,Sustainability,sustainability,all,count,4.0,2026q2.pdf,7,high,TRUE
2026,H1,2026q2,2026,funding_by_vertical_size,vertical,Artificial intelligence,artificial_intelligence,all,usd,28600000.0,2026q2.pdf,6,high,TRUE
2026,H1,2026q2,2026,funding_by_vertical_size,vertical,Biotech,biotech,all,usd,2700000.0,2026q2.pdf,6,high,TRUE
2026,H1,2026q2,2026,funding_by_vertical_size,vertical,Deeptech,deeptech,all,usd,2400000.0,2026q2.pdf,6,high,TRUE
2026,H1,2026q2,2026,funding_by_vertical_size,vertical,Fintech,fintech,all,usd,16600000.000000002,2026q2.pdf,6,high,TRUE
2026,H1,2026q2,2026,funding_by_vertical_size,vertical,Gaming,gaming,all,usd,111400000.0,2026q2.pdf,6,high,TRUE
2026,H1,2026q2,2026,funding_by_vertical_size,vertical,Internet of things,internet_of_things,all,usd,2000000.0,2026q2.pdf,6,high,TRUE
2026,H1,2026q2,2026,funding_by_vertical_size,vertical,Marketingtech,marketingtech,all,usd,7600000.0,2026q2.pdf,6,high,TRUE
2026,H1,2026q2,2026,funding_by_vertical_size,vertical,SaaS,saas,all,usd,9700000.0,2026q2.pdf,6,high,TRUE
2026,H1,2026q2,2026,funding_by_vertical_size,vertical,Telecom,telecom,all,usd,1500000.0,2026q2.pdf,6,high,TRUE
2026,H1,2026q2,2026,funding_by_vertical_size,vertical,Travel,travel,all,usd,2800000.0,2026q2.pdf,6,high,TRUE
